row	symbol	prevSymbols	synonyms	name	refSeqName	hgnc_id
2243	DOCK1	NA	DOCK180,CED5	dedicator of cytokinesis 1	DOCK1	HGNC:2987
2244	PRND	NA	DPL,DJ1068H6.4,DOPPEL,PRPLP	prion like protein doppel	PRND	HGNC:15748
2245	DOT1L	NA	KIAA1814,DOT1,KMT4	DOT1 like histone lysine methyltransferase	DOT1L	HGNC:24948
2246	PRUNE1	PRUNE	DRES-17,HTCD37,H-PRUNE	prune exopolyphosphatase 1	PRUNE	HGNC:13420
2247	FAM107A	NA	DRR1,TU3A	family with sequence similarity 107 member A	FAM107A	HGNC:30827
2248	PHLDA1	NA	TDAG51,DT1P1B11,PHRIP	pleckstrin homology like domain family A member 1	PHLDA1	HGNC:8933
2249	DUSP26	NA	MGC1136,DUSP24	dual specificity phosphatase 26	DUSP26	HGNC:28161
2250	DUSP6	NA	MKP-3,PYST1	dual specificity phosphatase 6	DUSP6	HGNC:3072
2251	DVL1	NA	NA	dishevelled segment polarity protein 1	DVL1	HGNC:3084
2252	PRKCI	DXS1179E	PKCI	protein kinase C iota	PRKCI	HGNC:9404
2253	EYA2	NA	EAB1	EYA transcriptional coactivator and phosphatase 2	EYA2	HGNC:3520
2254	PA2G4	NA	NA	proliferation-associated 2G4	PA2G4	HGNC:8550
2255	PTPN9	NA	MEG2	protein tyrosine phosphatase, non-receptor type 9	PTPN9	HGNC:9661
2256	PTPRR	PTPRQ	PTPBR7,PTP-SL,EC-PTP,PCPTP1	protein tyrosine phosphatase, receptor type R	PTPRR	HGNC:9680
2257	EPAS1	NA	MOP2,PASD2,HIF2A,HLF,BHLHE73	endothelial PAS domain protein 1	EPAS1	HGNC:3374
2258	LPAR2	EDG4	EDG-4,LPA2	lysophosphatidic acid receptor 2	LPAR2	HGNC:3168
2259	FABP5	NA	E-FABP,PA-FABP,KFABP	fatty acid binding protein 5	FABP5	HGNC:3560
2260	EHF	NA	ESE3,ESEJ	ETS homologous factor	EHF	HGNC:3246
2261	EIF4B	NA	NA	eukaryotic translation initiation factor 4B	EIF4B	HGNC:3285
2262	EMP3	NA	YMP	epithelial membrane protein 3	EMP3	HGNC:3335
2263	SLC22A3	NA	OCT3,EMT	solute carrier family 22 member 3	SLC22A3	HGNC:10967
2264	LZTS1	NA	FEZ1	leucine zipper tumor suppressor 1	LZTS1	HGNC:13861
2265	PTK2	NA	FAK,FADK,FAK1,PPP1R71	protein tyrosine kinase 2	PTK2	HGNC:9611
2266	SCD	SCDOS	FADS5	stearoyl-CoA desaturase	SCD	HGNC:10571
2267	UBD	NA	FAT10	ubiquitin D	UBD	HGNC:18795
2268	FAU	NA	RPS30,FLJ22986,FUB1,FUBI,MNSFBETA,ASR1,S30	FAU, ubiquitin like and ribosomal protein S30 fusion	FAU	HGNC:3597
2269	FBLN2	NA	NA	fibulin 2	FBLN2	HGNC:3601
2270	FBXO11	NA	FBX11,UBR6	F-box protein 11	FBXO11	HGNC:13590
2271	VEGFD	FIGF	VEGF-D	vascular endothelial growth factor D	FIGF	HGNC:3708
2272	SH3PXD2A	SH3MD1	FISH,KIAA0418	SH3 and PX domains 2A	SH3PXD2A	HGNC:23664
2273	FKBP8	NA	FKBP38,FKBPR38	FK506 binding protein 8	FKBP8	HGNC:3724
2274	ZAP70	SRK	ZAP-70,STD	zeta chain of T cell receptor associated protein kinase 70	ZAP70	HGNC:12858
2275	LINC00598	NA	TTL	long intergenic non-protein coding RNA 598	LINC00598	HGNC:21586
2276	PCLAF	KIAA0101	NS5ATP9,OEATC-1,P15(PAF),PAF15	PCNA clamp associated factor	KIAA0101	HGNC:28961
2277	RPRM	NA	FLJ90327,REPRIMO	reprimo, TP53 dependent G2 arrest mediator homolog	RPRM	HGNC:24201
2278	FPR1	NA	FPR,FMLP	formyl peptide receptor 1	FPR1	HGNC:3826
2279	FMNL1	C17ORF1B,FMNL	C17ORF1	formin like 1	FMNL1	HGNC:1212
2280	FOXQ1	NA	HFH1	forkhead box Q1	FOXQ1	HGNC:20951
2281	FRZB	NA	FRZB-PEN,FRZB1,SRFP3,FRP-3,SFRP3,FRE,FRITZ,FRZB-1,FZRB,HFIZ	frizzled related protein	FRZB	HGNC:3959
2282	SFRP2	NA	SARP1,SDF-5,FRP-2	secreted frizzled related protein 2	SFRP2	HGNC:10777
2283	FURIN	PCSK3,FUR,PACE	SPC1	furin, paired basic amino acid cleaving enzyme	FURIN	HGNC:8568
2284	FXYD3	PLML	MAT-8	FXYD domain containing ion transport regulator 3	FXYD3	HGNC:4027
2285	GLS2	NA	GA,GLS,LGA,HLGA	glutaminase 2	GLS2	HGNC:29570
2286	GALNT6	NA	GALNAC-T6	polypeptide N-acetylgalactosaminyltransferase 6	GALNT6	HGNC:4128
2287	TGM2	NA	TGC	transglutaminase 2	TGM2	HGNC:11778
2288	YEATS4	NA	NUBI-1,GAS41,YAF9	YEATS domain containing 4	YEATS4	HGNC:24859
2289	GAST	GAS	NA	gastrin	GAST	HGNC:4164
2290	NR3C1	GRL	GR	nuclear receptor subfamily 3 group C member 1	NR3C1	HGNC:7978
2291	NR4A1	HMR,GFRP1	TR3,N10,NAK-1,NGFIB,NUR77	nuclear receptor subfamily 4 group A member 1	NR4A1	HGNC:7980
2292	GLIS2	NA	NPHP7	GLIS family zinc finger 2	GLIS2	HGNC:29450
2294	HDAC1	RPD3L1	HD1,GON-10	histone deacetylase 1	HDAC1	HGNC:4852
2295	GPC1	NA	GLYPICAN	glypican 1	GPC1	HGNC:4449
2296	GPRC5A	RAI3	RAIG1,TIG1,PEIG-1	G protein-coupled receptor class C group 5 member A	GPRC5A	HGNC:9836
2297	GRM1	NA	GPRC1A,MGLU1,MGLUR1,PPP1R85	glutamate metabotropic receptor 1	GRM1	HGNC:4593
2298	GPX3	NA	NA	glutathione peroxidase 3	GPX3	HGNC:4555
2299	GREB1	NA	KIAA0575	growth regulating estrogen receptor binding 1	GREB1	HGNC:24885
2300	GSDMB	GSDML	PRO2521	gasdermin B	GSDMB	HGNC:23690
2301	GSTA1	NA	NA	glutathione S-transferase alpha 1	GSTA1	HGNC:4626
2302	HACE1	NA	KIAA1320	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	HACE1	HGNC:21033
2303	WWC1	NA	KIBRA,KIAA0869,PPP1R168	WW and C2 domain containing 1	WWC1	HGNC:29435
2304	MCM3	NA	NA	minichromosome maintenance complex component 3	MCM3	HGNC:6945
2305	NDC80	KNTC2	HEC,HEC1,HSNDC80,TID3	NDC80, kinetochore complex component	NDC80	HGNC:16909
2306	HELLS	NA	PASG,SMARCA6,LSH,NBLA10143	helicase, lymphoid specific	HELLS	HGNC:4861
2307	ILK	NA	NA	integrin linked kinase	ILK	HGNC:6040
2308	PTPRA	PTPRL2,PTPA	LRP,HLPR,HPTPA,RPTPA	protein tyrosine phosphatase, receptor type A	PTPRA	HGNC:9664
2309	IRS1	NA	HIRS-1	insulin receptor substrate 1	IRS1	HGNC:6125
2310	PIWIL1	NA	PIWI,HIWI,CT80.1	piwi like RNA-mediated gene silencing 1	PIWIL1	HGNC:9007
2311	HLA-G	NA	NA	major histocompatibility complex, class I, G	HLA-G	HGNC:4964
2312	PEA15	NA	HMAT1,MAT1,PED,PEA-15,MAT1H,HUMMAT1H,PED-PEA15,PED/PEA15	proliferation and apoptosis adaptor protein 15	PEA15	HGNC:8822
2313	HMGN5	NSBP1	NA	high mobility group nucleosome binding domain 5	HMGN5	HGNC:8013
2314	HNF4A	TCF14,MODY,MODY1	NR2A1,HNF4	hepatocyte nuclear factor 4 alpha	HNF4A	HGNC:5024
2315	KLK8	PRSS19	HNP,TADG14,NEUROPSIN,OVASIN	kallikrein related peptidase 8	KLK8	HGNC:6369
2316	SNW1	SKIIP	NCOA-62,SKIP,PRP45,PRPF45,BX42,SKIP1,FUN20	SNW domain containing 1	SNW1	HGNC:16696
2317	HOXC8	HOX3,HOX3A	NA	homeobox C8	HOXC8	HGNC:5129
2318	MELK	NA	KIAA0175	maternal embryonic leucine zipper kinase	MELK	HGNC:16870
2319	RARRES3	NA	TIG3,HRASLS4	retinoic acid receptor responder 3	RARRES3	HGNC:9869
2320	HSPA8	HSPA10	HSC71,HSC70,HSP73	heat shock protein family A (Hsp70) member 8	HSPA8	HGNC:5241
2321	SMYD2	NA	HSKM-B,ZMYND14,KMT3C	SET and MYND domain containing 2	SMYD2	HGNC:20982
2322	SULF1	NA	KIAA1077,SULF-1,HSULF-1	sulfatase 1	SULF1	HGNC:20391
2323	HTRA2	PRSS25	OMI,PARK13	HtrA serine peptidase 2	HTRA2	HGNC:14348
2324	HTRA3	NA	TASP,PRSP	HtrA serine peptidase 3	HTRA3	HGNC:30406
2325	ID1	NA	DJ857M17.1.2,BHLHB24	inhibitor of DNA binding 1, HLH protein	ID1	HGNC:5360
2326	KPNB1	NA	NTF97,IPOB,MGC2155,MGC2156,MGC2157,IMB1,IMPNB,IPO1	karyopherin subunit beta 1	KPNB1	HGNC:6400
2327	ING1	NA	P33ING1,P33ING1B,P24ING1C,P33,P47,P47ING1A	inhibitor of growth family member 1	ING1	HGNC:6062
2328	INGX	ING2	ING1-LIKE	inhibitor of growth family, X-linked (pseudogene)	INGX	HGNC:6063
2329	INPP4B	NA	NA	inositol polyphosphate-4-phosphatase type II B	INPP4B	HGNC:6075
2330	SLC24A5	NA	JSX,OCA6	solute carrier family 24 member 5	SLC24A5	HGNC:20611
2331	PFKFB3	NA	NA	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	PFKFB3	HGNC:8874
2332	PGR	NA	PR,NR3C3	progesterone receptor	PGR	HGNC:8910
2333	XRCC5	NA	KU80,KARP-1,KU86,KUB2	X-ray repair cross complementing 5	XRCC5	HGNC:12833
2334	PERP	NA	PIGPC1,DJ496H19.1,KCP1,THW,KRTCAP1	PERP, TP53 apoptosis effector	PERP	HGNC:17637
2335	WDR48	NA	KIAA1449,P80,SPG60	WD repeat domain 48	WDR48	HGNC:30914
2336	MKI67	NA	MIB-,PPP1R105	marker of proliferation Ki-67	MKI67	HGNC:7107
2337	UHMK1	NA	KIS,KIST	U2AF homology motif kinase 1	UHMK1	HGNC:19683
2338	KLK12	NA	KLK-L5	kallikrein related peptidase 12	KLK12	HGNC:6360
2339	KLK13	NA	KLK-L4	kallikrein related peptidase 13	KLK13	HGNC:6361
2340	KLK14	NA	KLK-L6	kallikrein related peptidase 14	KLK14	HGNC:6362
2341	KLK9	NA	KLK-L3	kallikrein related peptidase 9	KLK9	HGNC:6370
2342	LRIG3	NA	FLJ90440,KIAA3016	leucine rich repeats and immunoglobulin like domains 3	LRIG3	HGNC:30991
2343	LRP1B	NA	LRP-DIT,LRPDIT	LDL receptor related protein 1B	LRP1B	HGNC:6693
2344	TRPM8	NA	NA	transient receptor potential cation channel subfamily M member 8	TRPM8	HGNC:17961
2345	TRO	NA	MAGE-D3,KIAA1114,MAGED3	trophinin	TRO	HGNC:12326
2346	MOAP1	NA	MAP-1,PNMA4	modulator of apoptosis 1	MOAP1	HGNC:16658
2347	RASSF5	NA	MAXP1,NORE1,RAPL	Ras association domain family member 5	RASSF5	HGNC:17609
2348	MAZ	NA	ZF87,PUR-1,ZIF87,ZNF801	MYC associated zinc finger protein	MAZ	HGNC:6914
2349	MBD4	NA	MED1	methyl-CpG binding domain 4, DNA glycosylase	MBD4	HGNC:6919
2350	SDCBP	NA	SYCL,MDA-9	syndecan binding protein	SDCBP	HGNC:10662
2351	SLIT3	SLIL2	SLIT2,MEGF5,SLIT1,SLIT-3	slit guidance ligand 3	SLIT3	HGNC:11087
2352	MIR100	MIRN100	HSA-MIR-100	microRNA 100	MIR100	HGNC:31487
2353	MIR106B	MIRN106B	HSA-MIR-106B	microRNA 106b	MIR106B	HGNC:31495
2354	MIR107	MIRN107	HSA-MIR-107	microRNA 107	MIR107	HGNC:31496
2355	MIR122	MIRN122A,MIRN122	HSA-MIR-122A,HSA-MIR-122	microRNA 122	MIR122	HGNC:31501
2356	MIR126	MIRN126	HSA-MIR-126	microRNA 126	MIR126	HGNC:31508
2357	MIR133B	MIRN133B	HSA-MIR-133B	microRNA 133b	MIR133B	HGNC:31759
2358	MIR135A1	MIRN135-1,MIRN135A1	HSA-MIR-135-1,HSA-MIR-135A-1	microRNA 135a-1	MIR135A1	HGNC:31520
2359	MIR141	MIRN141	HSA-MIR-141	microRNA 141	MIR141	HGNC:31528
2360	MIR143	MIRN143	HSA-MIR-143	microRNA 143	MIR143	HGNC:31530
2361	MIR145	MIRN145	HSA-MIR-145,MIR-145	microRNA 145	MIR145	HGNC:31532
2362	MIR146B	MIRN146B	HSA-MIR-146B	microRNA 146b	MIR146B	HGNC:32079
2363	MIR150	MIRN150	HSA-MIR-150	microRNA 150	MIR150	HGNC:31537
2364	MIR183	MIRN183	HSA-MIR-183	microRNA 183	MIR183	HGNC:31554
2365	MIR191	MIRN191	HSA-MIR-191	microRNA 191	MIR191	HGNC:31561
2366	MIR196B	MIRN196B	HSA-MIR-196B	microRNA 196b	MIR196B	HGNC:31790
2367	MIR200A	MIRN200A	HSA-MIR-200A	microRNA 200a	MIR200A	HGNC:31578
2368	MIR200B	MIRN200B	HSA-MIR-200B	microRNA 200b	MIR200B	HGNC:31579
2369	MIR200C	MIRN200C	HSA-MIR-200C	microRNA 200c	MIR200C	HGNC:31580
2370	MIR211	MIRN211	HSA-MIR-211	microRNA 211	MIR211	HGNC:31588
2371	MIR22	MIRN22	HSA-MIR-22	microRNA 22	MIR22	HGNC:31599
2372	MIR23A	MIRN23A	HSA-MIR-23A	microRNA 23a	MIR23A	HGNC:31605
2373	MIR26A1	MIRN26A1	HSA-MIR-26A-1	microRNA 26a-1	MIR26A1	HGNC:31610
2374	MIR27A	MIRN27A	HSA-MIR-27A	microRNA 27a	MIR27A	HGNC:31613
2375	MIR296	MIRN296	HSA-MIR-296	microRNA 296	MIR296	HGNC:31617
2376	MIR30A	MIRN30A	HSA-MIR-30A	microRNA 30a	MIR30A	HGNC:31624
2377	MIR331	MIRN331	HSA-MIR-331	microRNA 331	MIR331	HGNC:31772
2378	MIR373	MIRN373	HSA-MIR-373	microRNA 373	MIR373	HGNC:31787
2379	MIR429	MIRN429	HSA-MIR-429	microRNA 429	MIR429	HGNC:13784
2380	MIR449A	MIRN449,MIRN449A	HSA-MIR-449,HSA-MIR-449A	microRNA 449a	MIR449A	HGNC:27645
2381	MIR744	MIRN744	HSA-MIR-744	microRNA 744	MIR744	HGNC:33658
2382	MMP15	NA	MT2-MMP,MTMMP2,SMCP-2	matrix metallopeptidase 15	MMP15	HGNC:7161
2383	MMP19	MMP18	RASI-1	matrix metallopeptidase 19	MMP19	HGNC:7165
2384	MMP26	NA	ENDOMETASE,MGC126590,MGC126592	matrix metallopeptidase 26	MMP26	HGNC:14249
2385	RPS27	NA	MPS-1,MPS1,S27	ribosomal protein S27	RPS27	HGNC:10416
2386	NANOG	NA	FLJ12581,FLJ40451	Nanog homeobox	NANOG	HGNC:20857
2387	PLCG1	PLC1	PLC148,PLC-II,PLCGAMMA1,NCKAP3	phospholipase C gamma 1	PLCG1	HGNC:9065
2388	PCSK1	NEC1	PC1,PC3,SPC3	proprotein convertase subtilisin/kexin type 1	PCSK1	HGNC:8743
2389	NTSR1	NA	NTR	neurotensin receptor 1	NTSR1	HGNC:8039
2390	NUMB	C14ORF41	NA	NUMB, endocytic adaptor protein	NUMB	HGNC:8060
2391	SGO1	SGOL1	NY-BR-85	shugoshin 1	SGO1	HGNC:25088
2392	ORAI3	TMEM142C	MGC13024	ORAI calcium release-activated calcium modulator 3	ORAI3	HGNC:28185
2393	PCSK6	PACE4	SPC4	proprotein convertase subtilisin/kexin type 6	PCSK6	HGNC:8569
2394	PAK2	NA	PAK65,PAKGAMMA	p21 (RAC1) activated kinase 2	PAK2	HGNC:8591
2395	TNKS	NA	TIN1,TINF1,TNKS1,PARP-5A,PARP5A,PART5	tankyrase	TNKS	HGNC:11941
2396	PKD1	NA	PBP,PC-1,TRPP1	polycystin 1, transient receptor potential channel interacting	PKD1	HGNC:9008
2397	PCSK4	NA	PC4,SPC5,DKFZP434B217,MGC34749	proprotein convertase subtilisin/kexin type 4	PCSK4	HGNC:8746
2398	PCSK5	NA	PC5,PC6,SPC6	proprotein convertase subtilisin/kexin type 5	PCSK5	HGNC:8747
2399	PDCD5	NA	TFAR19,MGC9294	programmed cell death 5	PDCD5	HGNC:8764
2400	PFKFB2	NA	NA	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	PFKFB2	HGNC:8873
2401	PFKFB4	NA	NA	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	PFKFB4	HGNC:8875
2402	VIP	NA	NA	vasoactive intestinal peptide	VIP	HGNC:12693
2403	PIP4K2A	PIP5K2A	PIP5KIIA,PIP5KIIALPHA	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	PIP4K2A	HGNC:8997
2404	PIP5K1A	NA	NA	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	PIP5K1A	HGNC:8994
2405	PLD2	NA	NA	phospholipase D2	PLD2	HGNC:9068
2406	VDAC1	NA	MGC111064,PORIN	voltage dependent anion channel 1	VDAC1	HGNC:12669
2407	RPS6KA6	NA	RSK4	ribosomal protein S6 kinase A6	RPS6KA6	HGNC:10435
2408	PPP1R9B	PPP1R6,PPP1R9	SPN,SPINO	protein phosphatase 1 regulatory subunit 9B	PPP1R9B	HGNC:9298
2409	UTS2	NA	UII,U-II,UCN2,PRO1068	urotensin 2	UTS2	HGNC:12636
2410	SPINK1	NA	SPINK3,PCTT,PSTI,TATI	serine peptidase inhibitor, Kazal type 1	SPINK1	HGNC:11244
2411	PTPN1	PTP1B	NA	protein tyrosine phosphatase, non-receptor type 1	PTPN1	HGNC:9642
2412	RRM2	NA	NA	ribonucleotide reductase regulatory subunit M2	RRM2	HGNC:10452
2413	RAB31	NA	RAB22B	RAB31, member RAS oncogene family	RAB31	HGNC:9771
2414	RGS17	NA	RGSZ2,RGS-17	regulator of G protein signaling 17	RGS17	HGNC:14088
2415	RHOBTB3	NA	KIAA0878	Rho related BTB domain containing 3	RHOBTB3	HGNC:18757
2416	RNF11	NA	CGI-123,SID1669P,MGC51169	ring finger protein 11	RNF11	HGNC:10056
2417	ROCK2	NA	NA	Rho associated coiled-coil containing protein kinase 2	ROCK2	HGNC:10252
2418	S100A1	S100A	S100-ALPHA	S100 calcium binding protein A1	S100A1	HGNC:10486
2419	S100PBP	NA	FLJ12903,S100PBPR	S100P binding protein	S100PBP	HGNC:25768
2420	SASH1	NA	KIAA0790,DJ323M4.1,SH3D6A	SAM and SH3 domain containing 1	SASH1	HGNC:19182
2421	SELENOF	NA	SEP15	selenoprotein F	NA	HGNC:17705
2422	SELENOP	SEPP1	SEP,SELP,SEPP	selenoprotein P	SEPP1	HGNC:10751
2423	SGK1	SGK	NA	serum/glucocorticoid regulated kinase 1	SGK1	HGNC:10810
2424	SIAH1	NA	HSIAH1	siah E3 ubiquitin protein ligase 1	SIAH1	HGNC:10857
2425	SLC39A1	ZIRTL	ZIP1	solute carrier family 39 member 1	SLC39A1	HGNC:12876
2426	SLIT2	SLIL3	SLIT-2	slit guidance ligand 2	SLIT2	HGNC:11086
2427	SPRY1	NA	HSPRY1	sprouty RTK signaling antagonist 1	SPRY1	HGNC:11269
2428	SRD5A2	NA	NA	steroid 5 alpha-reductase 2	SRD5A2	HGNC:11285
2429	STAT2	NA	STAT113	signal transducer and activator of transcription 2	STAT2	HGNC:11363
2430	TALDO1	NA	NA	transaldolase 1	TALDO1	HGNC:11559
2431	WWTR1	NA	TAZ,DKFZP586I1419	WW domain containing transcription regulator 1	WWTR1	HGNC:24042
2432	TBX3	UMS	TBX3-ISO,XHL	T-box 3	TBX3	HGNC:11602
2433	TERF2	TRBF2	TRF2	telomeric repeat binding factor 2	TERF2	HGNC:11729
2434	TGFBRAP1	NA	TRAP-1,TRAP1,VPS3	transforming growth factor beta receptor associated protein 1	TGFBRAP1	HGNC:16836
2435	TRPV2	NA	VRL,VRL-1,VRL1	transient receptor potential cation channel subfamily V member 2	TRPV2	HGNC:18082
2436	USP1	NA	NA	ubiquitin specific peptidase 1	USP1	HGNC:12607
2437	VRK2	NA	NA	vaccinia related kinase 2	VRK2	HGNC:12719
2438	YPEL3	NA	MGC10500	yippee like 3	YPEL3	HGNC:18327
2439	ZFX	NA	ZNF926	zinc finger protein X-linked	ZFX	HGNC:12869
2441	A1CF	NA	ACF,ASP,ACF64,ACF65,APOBEC1CF	APOBEC1 complementation factor	A1CF	HGNC:24086
2442	ANK1	ANK	SPH1	ankyrin 1	ANK1	HGNC:492
2443	APOBEC3B	NA	PHRBNL,FLJ21201	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	APOBEC3B	HGNC:17352
2444	ARHGAP5	GFI2	RHOGAP5,P190-B,P190BRHOGAP	Rho GTPase activating protein 5	ARHGAP5	HGNC:675
2445	ARHGEF10	NA	KIAA0294,GEF10	Rho guanine nucleotide exchange factor 10	ARHGEF10	HGNC:14103
2446	ARHGEF10L	NA	FLJ10521,KIAA1626	Rho guanine nucleotide exchange factor 10 like	ARHGEF10L	HGNC:25540
2447	ASXL2	NA	ASXH2,FLJ10898,KIAA1685	additional sex combs like 2, transcriptional regulator	ASXL2	HGNC:23805
2448	ATP1A1	NA	NA	ATPase Na+/K+ transporting subunit alpha 1	ATP1A1	HGNC:799
2449	ATP2B3	SCAX1,CLA2	PMCA3,CFAP39	ATPase plasma membrane Ca2+ transporting 3	ATP2B3	HGNC:816
2450	BAZ1A	NA	HACF1,ACF1,WALP1,WCRF180	bromodomain adjacent to zinc finger domain 1A	BAZ1A	HGNC:960
2451	BCL9L	NA	DLNB11	B cell CLL/lymphoma 9 like	BCL9L	HGNC:23688
2452	BCORL1	CXORF10	FLJ11362	BCL6 corepressor like 1	BCORL1	HGNC:25657
2453	BMP5	NA	NA	bone morphogenetic protein 5	BMP5	HGNC:1072
2454	WDCP	C2ORF44	FLJ21945	WD repeat and coiled coil containing	WDCP	HGNC:26157
2455	CACNA1D	CCHL1A2,CACNL1A2	CAV1.3,CACH3,CACN4	calcium voltage-gated channel subunit alpha1 D	CACNA1D	HGNC:1391
2457	CASP3	NA	CPP32,CPP32B,YAMA,APOPAIN	caspase 3	CASP3	HGNC:1504
2458	CCR4	NA	CC-CKR-4,CMKBR4,CKR4,K5-5,CHEMR13,CD194	C-C motif chemokine receptor 4	CCR4	HGNC:1605
2459	CD209	NA	DC-SIGN,CDSIGN,DC-SIGN1,CLEC4L	CD209 molecule	CD209	HGNC:1641
2460	CD28	NA	NA	CD28 molecule	CD28	HGNC:1653
2461	CDK12	CRKRS	CRK7,CRKR,KIAA0904	cyclin dependent kinase 12	CDK12	HGNC:24224
2462	CEP89	CCDC123	FLJ14640	centrosomal protein 89	CEP89	HGNC:25907
2463	CHD4	NA	MI-2B,MI2-BETA	chromodomain helicase DNA binding protein 4	CHD4	HGNC:1919
2464	CLIP1	RSN	CYLN1,CLIP170,CLIP,CLIP-170	CAP-Gly domain containing linker protein 1	CLIP1	HGNC:10461
2465	CNBD1	NA	FLJ35802	cyclic nucleotide binding domain containing 1	CNBD1	HGNC:26663
2466	CNOT3	NOT3	NOT3H,KIAA0691,LENG2	CCR4-NOT transcription complex subunit 3	CNOT3	HGNC:7879
2467	CNTNAP2	NA	CASPR2,KIAA0868,NRXN4	contactin associated protein like 2	CNTNAP2	HGNC:13830
2468	COL2A1	SEDC,AOM	STL1	collagen type II alpha 1 chain	COL2A1	HGNC:2200
2469	COL3A1	EDS4A	NA	collagen type III alpha 1 chain	COL3A1	HGNC:2201
2470	CPEB3	NA	KIAA0940	cytoplasmic polyadenylation element binding protein 3	CPEB3	HGNC:21746
2471	CRNKL1	NA	CRN,CLF,SYF3,CLF1	crooked neck pre-mRNA splicing factor 1	CRNKL1	HGNC:15762
2472	CTNNA2	NA	CAP-R,CT114	catenin alpha 2	CTNNA2	HGNC:2510
2473	CUL3	NA	NA	cullin 3	CUL3	HGNC:2553
2474	CXCR4	NA	LESTR,NPY3R,HM89,NPYY3R,D2S201E,FUSIN,HSY3RR,NPYR,CD184	C-X-C motif chemokine receptor 4	CXCR4	HGNC:2561
2475	CYP2C8	NA	CPC8	cytochrome P450 family 2 subfamily C member 8	CYP2C8	HGNC:2622
2476	CYSLTR2	NA	CYSLT(2),CYSLT2R	cysteinyl leukotriene receptor 2	CYSLTR2	HGNC:18274
2477	DCAF12L2	WDR40C	NA	DDB1 and CUL4 associated factor 12 like 2	DCAF12L2	HGNC:32950
2478	DCTN1	NA	NA	dynactin subunit 1	DCTN1	HGNC:2711
2479	DDR2	TYRO10,NTRKR3	TKT	discoidin domain receptor tyrosine kinase 2	DDR2	HGNC:2731
2480	DDX3X	DDX3	DBX,HLP2,DDX14	DEAD-box helicase 3 X-linked	DDX3X	HGNC:2745
2481	DGCR8	C22ORF12	DGCRK6,GY1,PASHA	DGCR8, microprocessor complex subunit	DGCR8	HGNC:2847
2482	DNAJB1	HSPF1	HSP40,SIS1,RSPH16B	DnaJ heat shock protein family (Hsp40) member B1	DNAJB1	HGNC:5270
2483	DNM2	NA	DYNII,DYN2,CMTDIB,CMTDI1,DI-CMTB,CMT2M	dynamin 2	DNM2	HGNC:2974
2484	DROSHA	RNASEN	RNASE3L,ETOHI2,HSA242976,RN3	drosha ribonuclease III	DROSHA	HGNC:17904
2485	DUX4L1	DUX4	NA	double homeobox 4 like 1	DUX4	HGNC:50800
2486	ECT2L	C6ORF91	ARHGEF32,FBXO49,LFDH	epithelial cell transforming 2 like	ECT2L	HGNC:21118
2487	EED	NA	WAIT-1,HEED	embryonic ectoderm development	EED	HGNC:3188
2488	ELF3	ESX	EPR-1,ESE-1,ERT	E74 like ETS transcription factor 3	ELF3	HGNC:3318
2489	ETNK1	NA	EKI1,EKI	ethanolamine kinase 1	ETNK1	HGNC:24649
2490	EZR	VIL2	NA	ezrin	EZR	HGNC:12691
2491	FAM131B	NA	KIAA0773	family with sequence similarity 131 member B	FAM131B	HGNC:22202
2492	FAM135B	NA	C8ORFK32	family with sequence similarity 135 member B	FAM135B	HGNC:28029
2493	TENT5C	FAM46C	FLJ20202	terminal nucleotidyltransferase 5C	FAM46C	HGNC:24712
2494	FAM47C	NA	NA	family with sequence similarity 47 member C	FAM47C	HGNC:25301
2495	FAT3	NA	KIAA1989,CDHF15,CDHR10	FAT atypical cadherin 3	FAT3	HGNC:23112
2496	FAT4	NA	CDHF14,FAT-J,CDHR11	FAT atypical cadherin 4	FAT4	HGNC:23109
2497	FKBP9	NA	FKBP60,FKBP63	FK506 binding protein 9	FKBP9	HGNC:3725
2498	FLNA	FLN1,FLN,OPD2,OPD1	ABP-280	filamin A	FLNA	HGNC:3754
2499	FLT4	NA	VEGFR3,PCL	fms related tyrosine kinase 4	FLT4	HGNC:3767
2500	FOXR1	NA	DLNB13,FOXN5	forkhead box R1	FOXR1	HGNC:29980
2501	GRIN2A	NMDAR2A	GLUN2A	glutamate ionotropic receptor NMDA type subunit 2A	GRIN2A	HGNC:4585
2502	GRM3	NA	GPRC1C,MGLU3,MGLUR3	glutamate metabotropic receptor 3	GRM3	HGNC:4595
2503	H3F3B	NA	H3.3B	H3 histone family member 3B	H3F3B	HGNC:4765
2504	HIF1A	NA	MOP1,HIF-1ALPHA,PASD8,HIF1,BHLHE78	hypoxia inducible factor 1 subunit alpha	HIF1A	HGNC:4910
2505	HLA-A	NA	NA	major histocompatibility complex, class I, A	HLA-A	HGNC:4931
2506	IGF2BP2	NA	IMP-2	insulin like growth factor 2 mRNA binding protein 2	IGF2BP2	HGNC:28867
